timestamp_utc,download_mbps,upload_mbps,ping_ms,server_name,server_country,isp,public_ip,local_hostname,machine,hour_utc,is_outlier_download,is_outlier_upload,is_outlier_ping,is_outlier_any
2026-02-12T02:36:41.129665+00:00,11.091,3.910,180.403,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,2,0,0,1,1
2026-02-12T02:37:51.821073+00:00,1.089,1.948,18.900,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,2,0,0,0,0
2026-02-12T02:38:56.752259+00:00,1.487,30.245,18.374,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,2,0,0,0,0
2026-02-12T15:26:32.227034+00:00,51.535,49.422,8.177,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,15,0,0,0,0
2026-02-12T15:26:52.633523+00:00,222.062,77.579,18.112,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,15,0,0,0,0
2026-02-12T15:26:59.947134+00:00,242.404,143.090,31.919,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,15,0,0,1,1
2026-02-12T15:27:29.954841+00:00,282.707,40.884,9.581,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,15,0,0,0,0
2026-02-12T15:28:09.568155+00:00,64.798,15.571,8.903,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,15,0,0,0,0
2026-02-12T15:28:15.478230+00:00,312.275,120.529,13.744,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,15,0,0,0,0
2026-02-12T15:28:38.128454+00:00,360.467,88.683,13.102,San José,Costa Rica,"Comunicaciones Metropolitanas METROCOM, S.A.",45.65.190.214,lenovo1,Windows-11-10.0.26200-SP0,15,0,0,0,0
